#TAXONOMY,Kindom,Phylum,Class,Order,Family,Genus,Species
541135,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
9236,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
196382,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
263590,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Microbacterium, chocolatum
388747,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
4432662,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Curtobacterium, 
448893,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, , 
4349447,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
174045,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, 
332486,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, , 
183487,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, producta
257492,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, , 
394219,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseococcus, 
115150,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
922887,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, , 
970302,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, 
1012294,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
811074,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, , 
4380971,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
145619,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
3252211,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, epidermidis
4320756,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
495270,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
4419808,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Alkalibacterium, 
916510,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
1034645,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
186259,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
2959075,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
982266,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, [Chromatiaceae], Rheinheimera, 
1082539,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
434651,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
4316928,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, 
952805,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
114379,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
580295,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
656310,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Gallibacterium, genomosp.
394852,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
958405,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
160778,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, [Chromatiaceae], , 
280968,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, multivorum
179151,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Dorea, 
808540,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Erwinia, dispersa
910853,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, 
4309380,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
845178,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
934392,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Rothia, 
183799,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, 
178767,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, 
72964,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
50765,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Sediminibacterium, 
1075283,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
867184,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
4441552,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
4297586,Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, , 
77675,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Trabulsiella, farmeri
4454385,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
131702,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
4401186,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Eikenella, 
1094594,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Varibaculum, 
307856,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
711843,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, succinicans
1084906,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
181792,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
1000735,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
803167,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
755148,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], 1-68, 
229919,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
2073048,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, , , 
4458848,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, 0319-6G20, , 
88303,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
748412,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
729865,Bacteria, Acidobacteria, Solibacteres, Solibacterales, , , 
929275,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Lactococcus, 
1069592,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella, 
863970,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
193279,Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Adlercreutzia, 
1112200,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
4480130,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, , , 
563536,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, , 
4475144,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
1047124,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, , 
241110,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, , 
590136,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
989522,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Corynebacteriaceae, Corynebacterium, 
4421907,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
183662,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
763816,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Dinoroseobacter, 
354574,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Bilophila, 
862395,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Gallicola, 
3833244,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Propionivibrio, 
4479603,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, melaninogenica
714766,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Moryella, 
177342,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
261198,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, 
4458304,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
4387542,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, 
515747,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
362767,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
259212,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , 
183738,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
4299414,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter, 
4302060,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, 
532163,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, sphaeroides
174036,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, 
245895,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
889661,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Jeotgalicoccus, 
809836,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, , 
1144585,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Microbacteriaceae, Salinibacterium, 
732820,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, , 
588165,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, 
1074248,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, adhaesivum
263933,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
772515,Bacteria, Firmicutes, Bacilli, Lactobacillales, , , 
859619,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, , 
912296,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
68657,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, 
553623,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Dietziaceae, Dietzia, 
333173,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Polynucleobacter, 
4475523,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
4324432,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, , 
197398,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, , 
192142,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Arcanobacterium, 
1793774,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Cellulomonadaceae, Cellulomonas, 
4330071,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
108328,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
905652,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Abiotrophia, 
521851,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella, 
260809,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, veronii
4451646,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Capnocytophaga, 
3473409,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
1059509,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
4448676,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azospira, 
1057720,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, , 
4476950,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
1041570,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, 
269058,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, 
4455386,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
4315673,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, , 
1086036,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, nanceiensis
921687,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, , 
714461,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia, 
1113553,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, 
4449236,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Sutterella, 
933150,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Segetibacter, 
545826,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, , 
139504,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, europaeus
162335,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella, 
933156,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
112891,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Sutterella, 
4393066,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, , 
354622,Bacteria, Firmicutes, Clostridia, Clostridiales, , , 
4337622,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Agrobacterium, 
227555,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Pseudoalteromonadaceae, , 
4470139,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, , 
11427,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, Blastococcus, aggregatus
931950,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4344213,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4425214,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
4333416,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, , 
4357289,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Azospira, 
140916,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, 
963606,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
1110021,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, Modestobacter, 
4388385,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, 
193786,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
4338511,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Capnocytophaga, 
278352,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, 
4419323,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
4366724,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, C39, 
101852,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Nocardioidaceae, Pimelobacter, 
4447334,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Kaistobacter, 
530206,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, 
868144,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bartonellaceae, , 
1096168,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Propionibacteriaceae, Propionibacterium, acnes
231968,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
366100,Bacteria, TM6, SJA-4, , , , 
306035,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
499899,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, 
826884,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Geodermatophilaceae, Geodermatophilus, 
669486,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, 
85594,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Veillonella, 
566396,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Brevibacteriaceae, Brevibacterium, 
74354,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, 
321513,Bacteria, Nitrospirae, Nitrospira, Nitrospirales, Nitrospiraceae, Nitrospira, 
140823,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Pseudoalteromonadaceae, Pseudoalteromonas, 
3424623,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Loktanella, vestfoldensis
4295743,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
277789,Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio, 
309133,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, , 
128205,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, fragilis
856270,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, 
799884,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, anginosus
1138056,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, marcusii
710745,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, 
513602,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Rhodanobacter, 
855839,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, , , 
10002,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Serratia, 
1028594,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Marinobacter, 
685832,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Selenomonas, noxia
1024188,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, wittichii
878951,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Capnocytophaga, 
4458755,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia, 
278697,Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, , , 
445304,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, 
671757,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, RB40, , 
106019,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
4458758,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, parainfluenzae
3439,Bacteria, Cyanobacteria, Chloroplast, Stramenopiles, , , 
534350,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
